#  addMAME 0.01 > 0.196
#
#  © 2014/2018 AntoPISA of www.progettosnaps.net
#
#  Total sets: 35,074
#
#
-----------------------------------------------------------
| S e t                     | Added in version | T y p e  |
| v4cmazea                  | 0.103u2          | MAME     |
| v4cmazeb                  | 0.143u2          | MAME     |
| v4cmazec                  | 0.143u3          | MAME     |
| v4cmazed                  | 0.143u3          | MAME     |
| v4cmazedat                | 0.138u1          | MAME     |
| v4cshinf                  | 0.143u3          | MAME     |
| v4cybcas                  | 0.143u2          | MAME     |
| v4dbltak                  | 0.143u3          | MAME     |
| v4dealem                  | 0.112u2          | MAME     |
| v4eyedwn                  | 0.137u3          | MAME     |
| v4eyedwnd                 | 0.137u3          | MAME     |
| v4frfact                  | 0.143u2          | MAME     |
| v4gldrsh                  | 0.143u3          | MAME     |
| v4mate                    | 0.103u2          | MAME     |
| v4mated                   | 0.103u2          | MAME     |
| v4mazbel                  | 0.143u3          | MAME     |
| v4mazbla                  | 0.143u3          | MAME     |
| v4mdice                   | 0.143u3          | MAME     |
| v4megbuk                  | 0.143u3          | MAME     |
| v4miami                   | 0.143u2          | MAME     |
| v4missis                  | 0.143u2          | MAME     |
| v4monte                   | 0.143u3          | MAME     |
| v4opt3                    | 0.143u2          | MAME     |
| v4opt3d                   | 0.143u2          | MAME     |
| v4ovrmn3                  | 0.143u3          | MAME     |
| v4picdil                  | 0.143u2          | MAME     |
| v4psi                     | 0.137u3          | MAME     |
| v4psia                    | 0.143u3          | MAME     |
| v4psib                    | 0.143u4          | MAME     |
| v4pztet                   | 0.143u3          | MAME     |
| v4pzteta                  | 0.143u3          | MAME     |
| v4quidgr                  | 0.137u3          | MAME     |
| v4quidgr2                 | 0.137u3          | MAME     |
| v4quidgr2d                | 0.137u3          | MAME     |
| v4quidgrd                 | 0.137u3          | MAME     |
| v4redhtp                  | 0.141u2          | MAME     |
| v4rencas                  | 0.143u3          | MAME     |
| v4reno                    | 0.141u2          | MAME     |
| v4rhmaz                   | 0.143u3          | MAME     |
| v4shpwnd                  | 0.143u3          | MAME     |
| v4sixx                    | 0.143u3          | MAME     |
| v4sklcsh                  | 0.143u4          | MAME     |
| v4skltrk                  | 0.103u2          | MAME     |
| v4skltrka                 | 0.143u4          | MAME     |
| v4strike                  | 0.137u3          | MAME     |
| v4strike2                 | 0.137u3          | MAME     |
| v4strike2d                | 0.137u3          | MAME     |
| v4striked                 | 0.137u3          | MAME     |
| v4sunbst                  | 0.143u3          | MAME     |
| v4tetrs                   | 0.141u2          | MAME     |
| v4time                    | 0.120u2          | MAME     |
| v4timebn                  | 0.143u3          | MAME     |
| v4turnov                  | 0.103u2          | MAME     |
| v4vgpok                   | 0.120u4          | MAME     |
| v4wize                    | 0.143u2          | MAME     |
| v4wizea                   | 0.143u2          | MAME     |
| v6809                     | 0.162            | MESS     |
| valkyrie                  | 0.036b08         | MAME     |
| valtric                   | 0.037b10         | MAME     |
| vamphalf                  | 0.129            | MAME     |
| vamphalfk                 | 0.074u2          | MAME     |
| vamphalfr1                | 0.189            | MAME     |
| vampj                     | 0.037b12         | MAME     |
| vampja                    | 0.037b12         | MAME     |
| vampjr1                   | 0.053            | MAME     |
| van16                     | 0.162            | MESS     |
| van32                     | 0.162            | MESS     |
| vandyke                   | 0.037b15         | MAME     |
| vandykeb                  | 0.119            | MAME     |
| vandykejal                | 0.068            | MAME     |
| vandykejal2               | 0.102            | MAME     |
| vangrd2                   | 0.036b02         | MAME     |
| vanguard                  | 0.014            | MAME     |
| vanguardc                 | 0.034b04         | MAME     |
| vanguardj                 | 0.088u7          | MAME     |
| vanilla                   | 0.037b08         | MAME     |
| vanvan                    | 0.036rc1         | MAME     |
| vanvanb                   | 0.090u4          | MAME     |
| vanvank                   | 0.035b09         | MAME     |
| vaportra                  | 0.037b02         | MAME     |
| vaportra3                 | 0.137u2          | MAME     |
| vaportrau                 | 0.036b01         | MAME     |
| vaportrx                  | 0.081u5          | MAME     |
| vaportrxp                 | 0.084            | MAME     |
| varth                     | 0.102            | MAME     |
| varthb                    | 0.175            | MAME     |
| varthj                    | 0.035b02         | MAME     |
| varthjr                   | 0.164            | MAME     |
| varthr1                   | 0.034b01         | MAME     |
| varthu                    | 0.036rc1         | MAME     |
| vasara                    | 0.068            | MAME     |
| vasara2                   | 0.084u3          | MAME     |
| vasara2a                  | 0.084u3          | MAME     |
| vastar                    | 0.030            | MAME     |
| vastar2                   | 0.034b07         | MAME     |
| vastar3                   | 0.148u1          | MAME     |
| vastar4                   | 0.148u5          | MAME     |
| vathlete                  | 0.127u3          | MAME     |
| vathletep                 | 0.191            | MAME     |
| vautour                   | 0.068            | MAME     |
| vautourz                  | 0.099u01         | MAME     |
| vautourza                 | 0.164            | MAME     |
